facility,state,nameOfFacility,date,confirmedResidents,confirmedStaff,deathsResidents,deathsStaff,residentsRecovered,staffRecovered,residentsTested,staffTested,residentPopulation,address,zipcode,city,county,latitude,longitude,FIPS
state,Connecticut,BRIDGEPORT CC,12/2/2020,140,,,,,,,,689,1106 NORTH AVE,6604,BRIDGEPORT,FAIRFIELD,41.1906143,-73.20106036,9001
state,Connecticut,BROOKLYN CI,12/2/2020,157,,,,,,,,428,59 HARTFORD RD,6234,BROOKLYN,WINDHAM,41.78416388,-71.95426216,9015
state,Connecticut,CARL ROBINSON CI,12/2/2020,288,,,,,,,,,285 SHAKER RD,6082,ENFIELD,HARTFORD,42.0156533,-72.515607,9003
state,Connecticut,CHESHIRE CI,12/2/2020,35,,,,,,,,1147,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009
state,Connecticut,CORRIGAN RADGOWSKI CC,12/2/2020,263,,,,,,,,,986 NORWICH-NEW LONDON TURNPIKE,6382,UNCASVILLE,NEW LONDON,41.45418432,-72.11217243,9011
federal,Connecticut,DANBURY FCI,12/2/2020,83,,1,0,80,65,908,,,ROUTE 37,6811,DANBURY,FAIRFIELD,41.4367642,-73.4675543,9001
state,Connecticut,GARNER CI,12/2/2020,11,,,,,,,,543,50 NUNNAWAUK RD,6470,NEWTOWN,FAIRFIELD,41.40035888,-73.2721123,9001
state,Connecticut,HARTFORD CC,12/2/2020,191,,,,,,,,888,177 WESTON ST,6120,HARTFORD,HARTFORD,41.79362408,-72.66139948,9003
state,Connecticut,MACDOUGALL WALKER CI,12/2/2020,76,,,,,,,,,,,,,,,
state,Connecticut,MANSON YOUTH,12/2/2020,6,,,,,,,,,42 JARVIS ST,6410,CHESHIRE,NEW HAVEN,41.53050021,-72.89979775,9009
state,Connecticut,NEW HAVEN CC,12/2/2020,142,,,,,,,,683,245 WHALLEY AVE,6511,NEW HAVEN,NEW HAVEN,41.31748057,-72.93997131,9009
state,Connecticut,NORTHERN CI,12/2/2020,2,,,,,,,,78,287 BILTON RD,6071,SOMERS,TOLLAND,42.0188064,-72.4948806,9013
state,Connecticut,OSBORN CI,12/2/2020,364,,,,,,,,1253,335 BILTON RD,6071,SOMERS,TOLLAND,42.01640023,-72.49693453,9013
state,Connecticut,STATEWIDE,12/2/2020,,,8,,1692,,,,,,,,,,,
federal,Connecticut,WATKINSON HOUSE RRC HARTFORD,12/2/2020,2,,0,0,0,0,2,,,,,,,,,9003
state,Connecticut,WILLARD CYBULSKI CI,12/2/2020,102,,,,,,,,,391 SHAKER RD,6082,ENFIELD,TOLLAND,42.0167978,-72.5062987,9003
state,Connecticut,YORK CI,12/2/2020,1,,,,,,,,883,201 W MAIN ST,6357,NIANTIC,NEW LONDON,41.32308179,-72.23754189,9011
federal,DC,CENTRAL OFFICE HQ,12/2/2020,,,0,0,0,3,,,,,,,,,,
state,DC,COUNTY-WIDE,12/2/2020,218,116,1,1,209,104,,,,,,,,,,
state,Delaware,DELORES J BAYLOR WOMANS CORRECTIONAL INSTITUTION,12/2/2020,,,0,0,,,,,,660 BAYLOR BLVD,19720,NEW CASTLE,NEW CASTLE,39.7039322,-75.58125772,10003
state,Delaware,HAZEL D PLANT WOMANS TREATMENT FACILITY,12/2/2020,,,0,0,,,,,,660 BAYLOR BLVD,19720,NEW CASTLE,NEW CASTLE,39.7039322,-75.58125772,10003
state,Delaware,HOWARD R YOUNG CORRECTIONAL INSTITUTION,12/2/2020,,,0,0,,,,,,1301 E 12TH ST,19802,WILMINGTON,NEW CASTLE,39.7412423,-75.5294058,10003
state,Delaware,JAMES T VAUGHN CORRECTIONAL CENTER,12/2/2020,,,7,0,,,,,,1181 PADDOCK RD,19977,SMYRNA,NEW CASTLE,39.33295451,-75.59958958,10003
state,Delaware,MORRIS COMMUNITY CORRECTIONS CENTER,12/2/2020,,,0,0,,,,,,300 WATER ST,19904,DOVER,KENT,39.15328515,-75.52726906,10001
state,Delaware,PLUMMER COMMUNITY CORRECTIONS CENTER,12/2/2020,,,0,0,,,,,,38 TODDS LN,19802,WILMINGTON,NEW CASTLE,39.75664471,-75.52904371,10003
state,Delaware,STATEWIDE,12/2/2020,1044,326,,,659,228,,,,,,,,,,
state,Delaware,SUSSEX COMMUNITY CORRECTIONS CENTER,12/2/2020,,,0,0,,,,,,23207 DUPONT BLVD,19947,GEORGETOWN,SUSSEX,38.65848406,-75.37196789,10005
state,Delaware,SUSSEX CORRECTIONAL INSTITUTION,12/2/2020,,,4,0,,,,,,23203 DUPONT BLVD,19947,GEORGETOWN,SUSSEX,38.665915,-75.3801231,10005
state,Florida,APALACHEE CI,12/2/2020,169,57,,,,,"1,829",,,52 WEST UNIT DR,32460,SNEADS,JACKSON,30.71148316,-84.88818219,12063
state,Florida,AVON PARK CI,12/2/2020,230,61,,,,,"1,500",,,8100 HIGHWAY 64 EAST,33825,AVON PARK,POLK,27.6462871,-81.4036521,12105
state,Florida,BAKER CI,12/2/2020,568,59,,,,,"1,484",,,20706 US HIGHWAY 90 W,32087,SANDERSON,BAKER,30.21325143,-82.37451212,12003
state,Florida,BAY CF,12/2/2020,342,44,,,,,"1,032",,,5400 BAYLINE DR,32404,PANAMA CITY,BAY,30.26570712,-85.50553247,12005
state,Florida,BLACKWATER CF GEO GROUP,12/2/2020,152,29,,,,,"2,403",,,,,,,,,12113
state,Florida,CALHOUN CI,12/2/2020,195,37,,,,,"1,760",,,19564 SE INSTITUTION DR,32424,BLOUNTSTOWN,CALHOUN,30.40585,-85.06394467,12013
state,Florida,CENTRAL OFFICE,12/2/2020,,2,,,,,,,,,,,,,,
state,Florida,CENTURY CI,12/2/2020,773,44,,,,,"1,521",,,400 TEDDER RD,32535,CENTURY,ESCAMBIA,30.95817641,-87.29950017,12033
state,Florida,CFRC,12/2/2020,279,96,,,,,"2,277",,,7000 H C KELLEY RD,32831,ORLANDO,ORANGE,28.45327514,-81.15900956,12095
state,Florida,CHARLOTTE CI,12/2/2020,54,26,,,,,"1,322",,,33123 OIL WELL RD,33955,PUNTA GORDA,CHARLOTTE,26.8036079,-81.90380995,12015
federal,Florida,COLEMAN I USP,12/2/2020,46,,0,0,78,13,435,,,846 NORTHEAST 54TH TERRACE,33521,SUMTERVILLE,SUMTER,28.7737905,-82.00445251,12119
federal,Florida,COLEMAN II USP,12/2/2020,216,,1,0,215,20,899,,,846 NORTHEAST 54TH TERRACE,33521,SUMTERVILLE,SUMTER,28.7628994,-82.0011646,12119
federal,Florida,COLEMAN LOW FCI,12/2/2020,265,,1,1,222,10,"1,146",,,846 NORTHEAST 54TH TERRACE,33521,SUMTERVILLE,SUMTER,28.7692474,-82.010479,12119
federal,Florida,COLEMAN MEDIUM FCI,12/2/2020,284,,2,0,280,5,960,,,846 NORTHEAST 54TH TERRACE,33521,SUMTERVILLE,SUMTER,28.7662507,-82.00753865,12119
state,Florida,COLUMBIA CI,12/2/2020,1369,99,,,,,"2,166",,,7906 EAST HIGHWAY 90,32055,LAKE CITY,COLUMBIA,30.19252797,-82.50773893,12023
state,Florida,COMMUNITY CORRECTIONS REGION 1,12/2/2020,,32,,,,,,,,10650 SOUTHWEST 46TH STREET,10650,JASPER,,30.5046671,-82.9631939,
state,Florida,COMMUNITY CORRECTIONS REGION 2,12/2/2020,,31,,,,,,,,921 N DAVIS STREET,32209,JACKSONVILLE,,29.3060321,-82.1768417,
state,Florida,COMMUNITY CORRECTIONS REGION 3,12/2/2020,,80,,,,,,,,2002 E 26TH AVENUE,33605,TAMPA,,26.8384331,-81.1208015,
state,Florida,COMMUNITY CORRECTIONS REGION 4,12/2/2020,,63,,,,,,,,1641 WORTHINGTON ROAD,33409,WEST PALM BEACH FL,,30.5046671,-82.9631939,
state,Florida,CROSS CITY CI,12/2/2020,306,60,,,,,"1,619",,,568 NE 255TH ST,32628,CROSS CITY,DIXIE,29.63475364,-83.09887133,12029
state,Florida,DADE CI,12/2/2020,99,174,,,,,"1,582",,,19000 SW 377TH ST,33034,FLORIDA CITY,MIAMI-DADE,25.4154012,-80.4999188,12086
state,Florida,DESOTO ANNEX,12/2/2020,214,45,,,,,"1,911",,,13617 SE HWY 70,34266,ARCADIA,DESOTO,27.20934,-81.66191,12027
federal,Florida,DISMAS CHARITIES OF ORLANDO,12/2/2020,2,,0,0,2,0,3,,,,,,,,,
state,Florida,EVERGLADES CI,12/2/2020,374,115,,,,,"2,669",,,1599 SW 187TH AVE,33194,MIAMI,MIAMI-DADE,25.75086336,-80.48896138,12086
state,Florida,FLORIDA STATE PRISON,12/2/2020,152,77,,,,,"1,963",,,7819 NW 228TH STREET,32026,RAIFORD,BRADFORD,30.0584396,-82.1836504,12007
state,Florida,FRANKLIN CI,12/2/2020,322,46,,,,,"1,212",,,1760 HWY 67 NORTH,32322,CARRABELLE,FRANKLIN,29.87797428,-84.64585656,12037
state,Florida,FWRC,12/2/2020,486,55,,,,,774,,,3700 NW 111TH PLACE,34482,OCALA,MARION,29.30979922,-82.18626021,12083
state,Florida,GADSDEN CF,12/2/2020,92,34,,,,,"1,285",,,6044 GREENSBORO HWY,32351,QUINCY,GADSDEN,30.5897214,-84.65558376,12039
state,Florida,GADSDEN RE ENTRY CENTER,12/2/2020,206,35,,,,,319,,,630 OPPORTUNITY LANE,32333,HAVANA,GADSDEN,30.54608079,-84.49489877,12039
state,Florida,GRACEVILLE CF,12/2/2020,676,68,,,,,"2,016",,,5230 EZELL RD,32440,GRACEVILLE,JACKSON,30.94829087,-85.49222414,12063
state,Florida,GULF CI,12/2/2020,264,43,,,,,"1,213",,,699 IKE STEELE ROAD,32465,WEWAHITCHKA,GULF,30.17512766,-85.26724893,12045
state,Florida,HAMILTON CI,12/2/2020,353,67,,,,,"2,423",,,10650 SW 46TH ST,32052,JASPER,HAMILTON,30.504668,-82.9631921,12047
state,Florida,HARDEE CI,12/2/2020,125,82,,,,,"1,705",,,6899 STATE RD 62,33834,BOWLING GREEN,HARDEE,27.59369353,-82.00687498,12049
state,Florida,HERNANDO CI,12/2/2020,0,7,,,,,3,,,16415 SPRING HILL DR,34604,BROOKSVILLE,HERNANDO,28.48302199,-82.45443373,12053
federal,Florida,HILLSBOROUGH COUNTY RRC TAMPA,12/2/2020,5,,0,0,5,0,5,,,,,,,,,
state,Florida,HOLMES CI,12/2/2020,174,42,,,,,"1,315",,,3142 THOMAS DR,32425,BONIFAY,HOLMES,30.75545064,-85.6701594,12059
state,Florida,HOMESTEAD CI,12/2/2020,302,55,,,,,829,,,19000 SW 377TH ST,33034,FLORIDA CITY,MIAMI-DADE,25.41299306,-80.49729982,12086
state,Florida,JACKSON CI,12/2/2020,204,61,,,,,"1,512",,,5563 10TH ST,32445,MALONE,JACKSON,30.96872589,-85.16860405,12063
federal,Florida,JACKSONVILLE RESID REENTRY CTR,12/2/2020,11,,0,0,11,0,12,,,,,,,,,
state,Florida,JEFFERSON CI,12/2/2020,260,52,,,,,590,,,1050 BIG JOE RD,32344,MONTICELLO,JEFFERSON,30.50973618,-83.80157593,12065
state,Florida,LAKE CI,12/2/2020,106,51,,,,,"1,101",,,19225 US HWY 27,34715,CLERMONT,LAKE,28.62049362,-81.76642774,12069
state,Florida,LAKE CITY CF,12/2/2020,69,28,,,,,827,,,7906 EAST HIGHWAY 90,32055,LAKE CITY,COLUMBIA,30.19252797,-82.50773893,12023
state,Florida,LANCASTER CI,12/2/2020,107,54,,,,,867,,,3449 SW STATE RD 26,32693,TRENTON,GILCHRIST,29.60801197,-82.8634739,12041
state,Florida,LAWTEY CI,12/2/2020,0,9,,,,,6,,,22298 NE COUNTY ROAD 200B,32058,LAWTEY,BRADFORD,30.0339212,-82.07236464,12007
state,Florida,LIBERTY CI,12/2/2020,230,52,,,,,"1,988",,,11064 NW DEMPSEY BARRON RD,32321,BRISTOL,LIBERTY,30.46383683,-84.85588125,12077
state,Florida,LOWELL CI,12/2/2020,1005,82,,,,,"2,281",,,11120 NW GAINESVILLE RD,34482,OCALA,MARION,29.31079789,-82.20039763,12083
state,Florida,MADISON CI,12/2/2020,113,64,,,,,"1,197",,,382 SW MCI WAY,32340,MADISON,MADISON,30.44008751,-83.42161169,12079
federal,Florida,MARIANNA FCI,12/2/2020,26,,0,0,6,15,542,,,,,,,,,
state,Florida,MARION CI,12/2/2020,313,37,,,,,"1,437",,,3269 NW 105TH ST,34475,OCALA,MARION,29.30810089,-82.17502385,12083
state,Florida,MARTIN CI,12/2/2020,8,18,,,,,"1,643",,,1150 SW ALLAPATTAH ROAD,34956,INDIANTOWN,MARTIN,27.19661972,-80.48487746,12085
state,Florida,MAYO ANNEX,12/2/2020,954,54,,,,,"1,431",,,8784 US HWY 27 W,32066,MAYO,LAFAYETTE,30.1384625,-83.30514217,12067
federal,Florida,MIAMI FCI,12/2/2020,139,,1,0,125,14,619,,,15801 SW 137TH AVE,33177,MIAMI,MIAMI-DADE,25.61832698,-80.41039062,12086
federal,Florida,MIAMI FDC,12/2/2020,123,,2,0,145,21,832,,,33 NORTHEAST 4TH STREET,33132,MIAMI,MIAMI-DADE,25.7784897,-80.19323747,12086
state,Florida,MOORE HAVEN CF,12/2/2020,182,39,,,,,943,,,1282 EAST STATE ROAD 78,33471,MOORE HAVEN,GLADES,26.83843221,-81.12018204,12043
state,Florida,NEW RIVER CI,12/2/2020,104,30,,,,,"1,150",,,8000 NW 80TH PLACE,32083,RAIFORD,BRADFORD,30.0628479,-82.17809153,12007
state,Florida,NWFRC,12/2/2020,328,66,,,,,"1,966",,,4455 SAM MITCHELL DR,32428,CHIPLEY,WASHINGTON,30.52072999,-85.65969841,12133
state,Florida,OKALOOSA CI,12/2/2020,18,49,,,,,"1,123",,,3189 COLONEL GREG MALLOY RD,32539,CRESTVIEW,OKALOOSA,30.69681196,-86.52733104,12091
state,Florida,OKEECHOBEE CI,12/2/2020,141,66,,,,,"2,569",,,3420 NE 168TH ST,34972,OKEECHOBEE,OKEECHOBEE,27.39606954,-80.78444465,12093
federal,Florida,PENSACOLA FPC,12/2/2020,14,,0,0,0,1,104,,,,,,,,,
state,Florida,POLK CI,12/2/2020,210,39,,,,,"1,273",,,10800 EVANS RD,33868,POLK CITY,POLK,28.19151724,-81.78675795,12105
state,Florida,PUTNAM CI,12/2/2020,0,11,,,,,2,,,128 YELVINGTON RD,32131,EAST PALATKA,PUTNAM,29.64617008,-81.58778592,12107
state,Florida,RMC,12/2/2020,324,173,,,,,"2,297",,,7765 S COUNTY RD 231,32054,LAKE BUTLER,UNION,29.98965556,-82.35918381,12125
federal,Florida,SALVATION ARMY FORT MYERS FLORIDA,12/2/2020,1,,0,0,1,0,1,,,,,,,,,
federal,Florida,SALVATION ARMY RRC WEST PALM BEACH,12/2/2020,1,,0,0,1,0,1,,,,,,,,,
state,Florida,SANTA ROSA CI,12/2/2020,808,171,,,,,"2,552",,,5850 E MILTON RD,32583,MILTON,SANTA ROSA,30.64561525,-86.96742857,12113
state,Florida,SFRC,12/2/2020,204,164,,,,,"2,304",,,14000 NW 41ST ST,33178,DORAL,MIAMI-DADE,25.80587656,-80.42638712,12086
state,Florida,SOUTH BAY CF GEO GROUP,12/2/2020,421,88,,,,,"2,463",,,,,,,,,12099
county,Florida,ST LUCE COUNTY JAIL,12/2/2020,,,,,,,157,,,,,,,,,
state,Florida,STATEWIDE,12/2/2020,,,189,,,,,,,,,,,,,
state,Florida,SUMTER CI,12/2/2020,107,55,,,,,178,,,9544 COUNTY RD 476B,33513,BUSHNELL,SUMTER,28.61748387,-82.20754297,12119
state,Florida,SUWANNEE CI,12/2/2020,884,128,,,,,"1,996",,,5964 US HWY 90,32060,LIVE OAK,SUWANNEE,30.23819413,-82.87311813,12121
federal,Florida,TALLAHASSEE FCI,12/2/2020,123,,0,0,144,12,673,,,501 CAPITAL CIRCLE NE,32301,TALLAHASSEE,LEON,30.44364798,-84.22253719,12073
state,Florida,TAYLOR CI,12/2/2020,710,41,,,,,"2,191",,,8501 HAMPTON SPRINGS ROAD,32348,PERRY,TAYLOR,30.040944,-83.71342,12123
state,Florida,TOMOKA CI,12/2/2020,140,36,,,,,240,,,3950 TIGER BAY RD,32124,DAYTONA BEACH,VOLUSIA,29.15157094,-81.15726813,12127
state,Florida,UNION CI,12/2/2020,189,87,,,,,"1,911",,,25636 NE SR-16,32083,RAIFORD,UNION,30.06674635,-82.19278712,12125
state,Florida,WAKULLA CI,12/2/2020,269,180,,,,,"2,866",,,110 MELALEUCA DRIVE,32327,CRAWFORDVILLE,WAKULLA,30.2614929,-84.1748045,12129
state,Florida,WALTON CI,12/2/2020,336,66,,,,,"1,449",,,691 INSTITUTION RD,32433,DEFUNIAK SPRINGS,WALTON,30.77868009,-86.10318532,12131
state,Florida,ZEPHYRHILLS CI,12/2/2020,1,29,,,,,49,,,2739 GALL BLVD,33541,ZEPHYRHILLS,PASCO,28.19909791,-82.19869217,12101
state,Georgia,APPLING ITF,12/2/2020,15,3,0,0,15,3,,,,,,,,,,
state,Georgia,ASMP,12/2/2020,135,97,6,0,124,77,,,,3001 GORDON HWY,30813,GROVETOWN,COLUMBIA,33.43287905,-82.18852112,13073
state,Georgia,ATLANTA TC,12/2/2020,9,2,0,0,9,2,,,,332 PONCE DE LEON AVE NE,30308,ATLANTA,FULTON,33.77270217,-84.3762642,13121
federal,Georgia,ATLANTA USP,12/2/2020,111,,1,0,71,8,868,,,601 MCDONOUGH BLVD SE,30315,ATLANTA,FULTON,33.71070018,-84.36897923,13121
state,Georgia,AUGUSTA TC,12/2/2020,6,4,0,0,5,3,,,,,,,,,,
state,Georgia,AUTRY STATE PRISON,12/2/2020,77,15,3,0,74,15,,,,3178 MOUNT ZION CHURCH RD,31779,PELHAM,MITCHELL,31.18946471,-84.14510952,13205
state,Georgia,BACON PDC,12/2/2020,3,12,0,0,3,12,,,,165 EAST EASTSIDE INDUSTRIAL BOULEVARD,31510,ALMA,BACON,31.53308262,-82.44987705,13005
state,Georgia,BAINBRIDGE PSAT,12/2/2020,48,18,0,0,48,17,,,,235 STATE HOSPITAL ROAD,39817,BAINBRIDGE,DECATUR,30.98252995,-84.63677462,13087
state,Georgia,BALDWIN STATE PRISON,12/2/2020,28,36,2,0,26,35,,,,140 LAYING FARM RD,31034,HARDWICK,BALDWIN,33.0250608,-83.2213613,13009
state,Georgia,BLECKLEY PSATC,12/2/2020,35,12,0,0,34,12,,,,,,,,,,
state,Georgia,BULLOCH COUNTY CORRECTIONAL INSTITUTION,12/2/2020,0,0,0,0,0,0,,,,,,,,,,
state,Georgia,BURRUSS CTC,12/2/2020,14,16,1,0,12,16,,,,1000 INDIAN SPRINGS DR,31029,FORSYTH,MONROE,33.05554556,-83.97538536,13207
state,Georgia,CALHOUN STATE PRISON,12/2/2020,58,28,1,1,56,26,,,,27823 MAIN ST,39866,MORGAN,CALHOUN,31.53975718,-84.6166883,13037
state,Georgia,CARROLL COUNTY CORRECTIONAL INSTITUTION,12/2/2020,0,0,0,0,0,0,,,,,,,,,,
state,Georgia,CENTRAL STATE PRISON,12/2/2020,34,26,0,0,32,24,,,,4600 FULTON MILL RD,31208,MACON,BIBB,32.77682714,-83.75181934,13021
state,Georgia,CLARKE COUNTY CI,12/2/2020,15,0,0,0,15,0,,,,,,,,,,
state,Georgia,CLAYTON COUNTY CORRECTIONAL INSTITUTION,12/2/2020,0,0,0,0,0,0,,,,,,,,,,
state,Georgia,CLAYTON TC,12/2/2020,7,9,0,0,7,7,,,,242 FALCON DR,30297,FOREST PARK,CLAYTON,33.62430193,-84.3976813,13063
state,Georgia,COASTAL STATE PRISON,12/2/2020,70,13,6,0,64,12,,,,200 GULF STREAM RD,31418,GARDEN CITY,CHATHAM,32.13759217,-81.18656693,13051
state,Georgia,COFFEE CORRECTIONAL FACILITY,12/2/2020,233,0,5,0,227,0,,,,1153 NORTH LIBERTY STREET,31554,NICHOLLS,COFFEE,31.53063543,-82.63791259,13069
state,Georgia,COLQUITT COUNTY CI,12/2/2020,11,0,0,0,11,0,,,,200 SOUTH VANDENBERG DRIVE,31768,MOULTRIE,COLQUITT,31.12973082,-83.70786594,13071
state,Georgia,COLUMBUS TC,12/2/2020,4,3,0,0,4,3,,,,3900 SCHATULGA ROAD,31907,COLUMBUS,MUSCOGEE,32.49407873,-84.86892761,13215
state,Georgia,COLWELL PROBATION DETENTION CENTER,12/2/2020,0,0,0,0,0,0,,,,,,,,,,
state,Georgia,COWETA COUNTY CORRECTIONAL INSTITUTION,12/2/2020,83,0,0,0,59,0,,,,,,,,,,
federal,Georgia,CSC DISMAS CHARITIES RRC ATLANTA,12/2/2020,3,,0,0,3,0,3,,,,,,,,,
federal,Georgia,D RAY JAMES CI,12/2/2020,,,3,0,194,0,,,,3262 HIGHWAY 252,31537,FOLKSTON,CHARLTON,30.87400142,-81.97896384,13049
state,Georgia,DECATUR COUNTY CI,12/2/2020,2,0,0,0,2,0,,,,,,,,,,
state,Georgia,DODGE STATE PRISON,12/2/2020,36,23,3,1,32,17,,,,2971 OLD BETHEL CHURCH ROAD,31012,CHESTER,DODGE,32.3942334,-83.16745955,13091
state,Georgia,DOOLY STATE PRISON,12/2/2020,18,19,2,0,16,17,,,,1412 PLUNKETT ROAD,31091,UNADILLA,HOUSTON,32.28092423,-83.71567596,13093
state,Georgia,EFFINGHAM COUNTY CI,12/2/2020,47,0,0,0,47,0,,,,,,,,,,
state,Georgia,EMANUEL PROBATION DETENTION CENTER,12/2/2020,0,0,0,0,0,0,,,,,,,,,,
state,Georgia,EMANUEL WOMENS FACILITY,12/2/2020,26,14,0,0,26,12,,,,714 GUMLOG ROAD,30401,SWAINSBORO,EMANUEL,32.61303825,-82.3564078,13107
state,Georgia,FLOYD COUNTY CORRECTIONAL INSTITUTION,12/2/2020,0,0,0,0,0,0,,,,,,,,,,
state,Georgia,GDCP,12/2/2020,136,48,5,0,122,44,,,,2978 STATE HWYY 36 W PRISON BLVD,30233,JACKSON,BUTTS,33.22107373,-84.06161828,13035
state,Georgia,GDCP SMU,12/2/2020,0,11,0,0,0,9,,,,2978 STATE HWYY 36 W PRISON BLVD,30233,JACKSON,BUTTS,33.22107373,-84.06161828,13035
state,Georgia,GEORGIA STATE PRISON,12/2/2020,29,30,2,0,27,26,,,,300 1ST AVENUE SOUTH,30453,REIDSVILLE,TATTNALL,32.00512895,-82.16473427,13267
state,Georgia,GWINNETT COUNTY CI,12/2/2020,18,0,0,0,18,0,,,,,,,,,,
state,Georgia,HALL COUNTY CI,12/2/2020,3,0,0,0,3,0,,,,,,,,,,
state,Georgia,HANCOCK STATE PRISON,12/2/2020,90,15,0,0,25,14,,,,701 PRISON BLVD,31087,SPARTA,HANCOCK,33.24549405,-82.95092313,13141
state,Georgia,HARRIS COUNTY CI,12/2/2020,3,0,0,0,3,0,,,,,,,,,,
state,Georgia,HAYS STATE PRISON,12/2/2020,43,28,0,0,43,26,,,,,,,,,,
state,Georgia,HELMS FACILITY,12/2/2020,0,3,0,0,0,3,,,,,,,,,,
state,Georgia,HUDSON TC,12/2/2020,2,1,0,0,2,1,,,,,,,,,,
state,Georgia,JACKSON COUNTY CORRECTIONAL INSTITUTION,12/2/2020,0,0,0,0,0,0,,,,,,,,,,
state,Georgia,JEFFERSON COUNTY CI,12/2/2020,4,0,0,0,4,0,,,,,,,,,,
state,Georgia,JENKINS CORRECTIONAL CENTER,12/2/2020,31,0,4,0,27,0,,,,,,,,,,
state,Georgia,JOHNSON STATE PRISON,12/2/2020,47,12,1,0,46,11,,,,290 DONOVAN-HARRISON ROAD,31096,WRIGHTSVILLE,JOHNSON,32.74353362,-82.70234985,13167
state,Georgia,LEE ARRENDALE STATE PRISON,12/2/2020,64,33,0,0,45,29,,,,2023 GAINESVILLE HWY,30510,ALTO,HABERSHAM,34.45106681,-83.59596645,13137
state,Georgia,LEE ARRENDALE TC,12/2/2020,0,3,0,0,0,2,,,,,,,,,,
state,Georgia,LEE STATE PRISON,12/2/2020,24,32,2,0,22,32,,,,153 PINEWOOD DRIVE,31763,LEESBURG,LEE,31.76369451,-84.19354919,13177
state,Georgia,LONG UNIT,12/2/2020,9,17,1,0,8,17,,,,,,,,,,
state,Georgia,MACON STATE PRISON,12/2/2020,32,41,2,0,30,32,,,,2728 SOUTH 49 HWY,31068,OGLETHORPE,MACON,32.25930659,-84.09144003,13193
state,Georgia,MACON TC,12/2/2020,9,4,1,0,8,4,,,,,,,,,,
state,Georgia,MCEVER PDC,12/2/2020,2,13,0,0,1,8,,,,2100 KINGS CHAPEL ROAD,31069,PERRY,HOUSTON,32.46494728,-83.69501268,13153
federal,Georgia,MCRAE CI,12/2/2020,,,1,0,20,0,,,,112 JIM HAMMOCK DRIVE,31055,MCRAE,TELFAIR,32.05007042,-82.8715772,13271
state,Georgia,METRO REENTRY FACILITY,12/2/2020,3,15,0,0,3,15,,,,1303 CONSTITUTION ROAD,30316,ATLANTA,DEKALB,33.687261,-84.336355,13089
state,Georgia,METRO TC,12/2/2020,9,11,0,0,9,10,,,,1303 CONSTITUTION ROAD,30316,ATLANTA,DEKALB,33.6885252,-84.336397,13089
state,Georgia,MITCHELL COUNTY CI,12/2/2020,3,0,0,0,3,0,,,,4838 STATE HWY 37 E,31730,CAMILLA,MITCHELL,31.2324018,-84.180085,13205
state,Georgia,MONTGOMERY STATE PRISON,12/2/2020,22,21,1,0,21,19,,,,,,,,,,
state,Georgia,MUSCOGEE COUNTY CI,12/2/2020,2,0,0,0,1,0,,,,,,,,,,
state,Georgia,NORTHWEST RSAT,12/2/2020,18,0,0,0,18,0,,,,,,,,,,
state,Georgia,PATTEN PDC,12/2/2020,4,11,0,0,4,11,,,,1009 NORTH 10TH AVENUE,31635,LAKELAND,LANIER,31.03988304,-83.0617537,13173
state,Georgia,PAULDING RSAT,12/2/2020,17,1,0,0,17,1,,,,1295 N INDUSTRIAL BLVD,30132,DALLAS,PAULDING,33.94976674,-84.81466644,13223
state,Georgia,PHILLIPS STATE PRISON,12/2/2020,17,27,0,0,16,22,,,,2989 WEST ROCK QUARRY ROAD,30519,BUFORD,GWINNETT,34.0942918,-83.9105205,13135
state,Georgia,PHILLIPS TC,12/2/2020,6,3,0,0,6,3,,,,2989 W ROCK QUARRY ROAD,30519,BUFORD,GWINNETT,34.09554623,-83.90946974,13135
state,Georgia,PULASKI STATE PRISON,12/2/2020,91,42,1,0,90,42,,,,373 UPPER RIVER ROAD,31036,HAWKINSVILLE,PULASKI,32.3115199,-83.45723464,13235
state,Georgia,RICHMOND COUNTY CORRECTIONAL INSTITUTION,12/2/2020,12,0,0,0,12,0,,,,,,,,,,
state,Georgia,RIVERBEND CORRECTIONAL FACILITY,12/2/2020,18,0,3,0,15,0,,,,196 LAYING FARM ROAD,31061,MILLEDGEVILLE,BALDWIN,,,13009
state,Georgia,ROGERS STATE PRISON,12/2/2020,15,21,0,0,12,20,,,,,,,,,,
state,Georgia,RUTLEDGE STATE PRISON,12/2/2020,26,21,2,0,24,21,,,,7175 MANOR ROAD,31907,COLUMBUS,MUSCOGEE,32.49582796,-84.86617971,13215
state,Georgia,SCREVEN COUNTY CORRECTIONAL INSTITUTION,12/2/2020,0,0,0,0,0,0,,,,,,,,,,
state,Georgia,SMITH STATE PRISON,12/2/2020,21,18,1,0,20,18,,,,9676 UNITED STATES HIGHWAY 301 NORTH,30427,GLENNVILLE,TATTNALL,31.97310836,-81.91578361,13267
state,Georgia,SMITH TC,12/2/2020,9,2,0,0,9,1,,,,,,,,,,
federal,Georgia,SOUTHEAST RO,12/2/2020,,,0,0,0,1,,,,,,,,,,13121
state,Georgia,SPALDING COUNTY CORRECTIONAL INSTITUTION,12/2/2020,0,0,0,0,0,0,,,,,,,,,,
